id,sex,trueSex,rec.,W,N,y,x,pop,Note,distr,X,site,age,midflank,lowerflank,bibcor,face,yellowext,yellowint,crown,backcol,hi,plum.SP,period,Sex,Date,rec.2,sample.id,EV1,EV2,plateid,F,siteID,pop.SP,HI,distr.1,plateID,N.1,W.1,bird.ID,originalseq,site.1,SP,sex.1,age.1,mass,tarsus,wing,CP,bill.length,bib.length,bib.width,bib.size,breast.yellow,crown.length.yellow,crown.width,bib.L,bib.a,bib.b,crown.L,crown.a,crown.b,LEFT.cheek.L,LEFT.cheek.a,LEFT.cheek.b,RIGHT.cheek.L,RIGHT.cheek.a,RIGHT.cheek.b,back.L,back.a,back.b,breast.L,breast.a,breast.b,pc1.close,pc2.close,pc1.vocal,pc2.vocal,maintained,time.in.sight.15,time.within.5m,closest.approach,song.response,short.flight.5m,long.flight.5m,flights.within.5m,SP.pop,SP.plumageID,UWBM,Latitude,Longitude,Family,Scientific.Name,Common.Name,Sex.1,Type,Tissue.Number,Date.1,Country,State.or.Province,County,Locality,Misc..Location,Island.Group,year,flank,byellow,rank.trans.hi,rank.trans.song.response,rank.trans.pc1.close,rank.trans.R.cheek.b,rank.trans.bib.size,rank.trans.breast.yellow
tohe_plate3_66153,1,M,66153,-119,37,-119,37,"Pinehurst, CA",,-953.1061798,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/19/00,205,66153,-0.094306407,0.021363479,tohe_plate3_66153,0.04148,"Pinehurst, CA",inlandHEWA,NA,-953.1061798,plate3,37,-119,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,66153,36.7538772,-118.8920259,Emberizidae,Dendroica occidentalis,Hermit Warbler,male,round/wing,CSW 6221,6/19/00,United States of America,California,Fresno,Pinehurst,Road  13S09,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_66157,1,M,66157,-123,39,-123,39,"Willits, CA",,-736.1193157,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/25/00,284,66157,-0.037935672,0.024540964,tohe_plate4_66157,-0.0562,"Willits, CA",coastalHEWA,NA,-736.1193157,plate4,39,-123,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,66157,39.3693333,-123.5294533,Emberizidae,Dendroica occidentalis,Hermit Warbler,male,round/wing,CSW 6226,6/25/00,United States of America,California,Mendocino,Willits,Chamberlain Ridge,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_66159,1,M,66159,-123,39,-123,39,"Willits, CA",,-736.1193157,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/25/00,113,66159,-0.06807403,0.006718438,tohe_plate2_66159,0.05377,"Willits, CA",coastalHEWA,NA,-736.1193157,plate2,39,-123,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,66159,39.3693333,-123.5294533,Emberizidae,Dendroica occidentalis,Hermit Warbler,male,round/wing,CSW 6228,6/25/00,United States of America,California,Mendocino,Willits,Chamberlain Ridge,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_66160,1,M,66160,-123,39,-123,39,"Willits, CA",,-736.1193157,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/25/00,206,66160,-0.068320634,-0.005954609,tohe_plate3_66160,0.03973,"Willits, CA",coastalHEWA,NA,-736.1193157,plate3,39,-123,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,66160,39.3693333,-123.5294533,Emberizidae,Dendroica occidentalis,Hermit Warbler,male,round/wing,CSW 6229,6/25/00,United States of America,California,Mendocino,Willits,Chamberlain Ridge,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_66161,1,M,66161,-123,39,-123,39,"Willits, CA",,-736.1193157,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/25/00,207,66161,-0.055094134,0.020983842,tohe_plate3_66161,-0.03844,"Willits, CA",coastalHEWA,NA,-736.1193157,plate3,39,-123,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,66161,39.3693333,-123.5294533,Emberizidae,Dendroica occidentalis,Hermit Warbler,male,round,CSW 6230,6/25/00,United States of America,California,Mendocino,Willits,Chamberlain Ridge,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_66162,1,M,66162,-123,39,-123,39,"Willits, CA",,-736.1193157,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/25/00,114,66162,-0.075557902,0.021702499,tohe_plate2_66162,0.05758,"Willits, CA",coastalHEWA,NA,-736.1193157,plate2,39,-123,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,66162,39.3693333,-123.5294533,Emberizidae,Dendroica occidentalis,Hermit Warbler,male,round,CSW 6231,6/25/00,United States of America,California,Mendocino,Willits,Chamberlain Ridge,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_70338,1,M,70338,-121.60304,46.28515,-121.60304,46.28515,R67,,10.03642703,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/21/94,285,70338,-0.006379721,0.014861756,tohe_plate4_70338,-0.01872,R67,HZ,NA,10.03642703,plate4,46.28515,-121.60304,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,70338,46.28515,-121.60304,Emberizidae,Dendroica occidentalis,Hermit Warbler,male,tissue,PSM 20768,6/21/94,United States of America,Washington,Skamania,Takhlakh Lake,jct. FR 2329 & 022,NA,1994,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_70574,1,M,70574,-121.60304,46.28515,-121.60304,46.28515,R67,,10.03642703,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/21/94,286,70574,0.04708208,-0.01751952,tohe_plate4_70574,0.02803,R67,HZ,NA,10.03642703,plate4,46.28515,-121.60304,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,70574,46.28515,-121.60304,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,tissue,PSM 20769,6/21/94,United States of America,Washington,Skamania,Takhlakh Lake,jct. FR 2329 & 022,NA,1994,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_71140,1,M,71140,-121.60304,46.28515,-121.60304,46.28515,R67,,10.03642703,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/21/94,287,71140,-0.001414772,-0.02745477,tohe_plate4_71140,0.00248,R67,HZ,NA,10.03642703,plate4,46.28515,-121.60304,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,71140,46.28515,-121.60304,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,tissue,PSM 20765,6/21/94,United States of America,Washington,Skamania,Takhlakh Lake,jct. FR 23 & FR 2329,NA,1994,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_72393,1,M,72393,-114,48,-114,48,"Ferndale, MT",,602.8011459,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/17/02,208,72393,0.111695414,0.035917911,tohe_plate3_72393,-0.04329,"Ferndale, MT",inlandTOWA,NA,602.8011459,plate3,48,-114,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,72393,47.98,-113.9783333,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,CSW 6353,6/17/02,United States of America,Montana,Lake,Ferndale,forest road 498,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_72394,1,M,72394,-114,48,-114,48,"Ferndale, MT",,602.8011459,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/17/02,288,72394,0.143105155,0.075599236,tohe_plate4_72394,0.03243,"Ferndale, MT",inlandTOWA,NA,602.8011459,plate4,48,-114,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,72394,47.98,-113.9783333,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,CSW 6354,6/17/02,United States of America,Montana,Lake,Ferndale,forest road 498,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_72395,1,M,72395,-114,48,-114,48,"Ferndale, MT",,602.8011459,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/17/02,209,72395,0.148339605,0.052549151,tohe_plate3_72395,0.00206,"Ferndale, MT",inlandTOWA,NA,602.8011459,plate3,48,-114,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,72395,47.98,-113.9783333,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,CSW 6355,6/17/02,United States of America,Montana,Lake,Ferndale,forest road 498,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_72396,1,M,72396,-114,48,-114,48,"Ferndale, MT",,602.8011459,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/17/02,115,72396,0.141468386,0.081969235,tohe_plate2_72396,0.06533,"Ferndale, MT",inlandTOWA,NA,602.8011459,plate2,48,-114,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,72396,47.98,-113.9783333,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,CSW 6356,6/17/02,United States of America,Montana,Lake,Ferndale,forest road 498,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_72397,1,M,72397,-114,48,-114,48,"Ferndale, MT",,602.8011459,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/17/02,116,72397,0.144684199,0.118631676,tohe_plate2_72397,0.0132,"Ferndale, MT",inlandTOWA,NA,602.8011459,plate2,48,-114,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,72397,47.98,-113.9783333,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,CSW 6357,6/17/02,United States of America,Montana,Lake,Ferndale,forest road 498,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_72398,1,M,72398,-116,46,-116,46,"Lowell, ID",,391.3297751,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/16/02,210,72398,0.159236524,0.100283894,tohe_plate3_72398,0.00741,"Lowell, ID",inlandTOWA,NA,391.3297751,plate3,46,-116,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,72398,46.1078777,-115.6581787,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,CSW 6358,6/16/02,United States of America,Idaho,Idaho,Lowell,road 470,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_72401,1,M,72401,-116,46,-116,46,"Lowell, ID",,391.3297751,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/16/02,289,72401,0.113671944,0.059435956,tohe_plate4_72401,-0.02687,"Lowell, ID",inlandTOWA,NA,391.3297751,plate4,46,-116,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,72401,46.1078777,-115.6581787,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,CSW 6361,6/16/02,United States of America,Idaho,Idaho,Lowell,road 470,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_72402,1,M,72402,-116,46,-116,46,"Lowell, ID",,391.3297751,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/16/02,290,72402,0.139011829,0.09113235,tohe_plate4_72402,0.00937,"Lowell, ID",inlandTOWA,NA,391.3297751,plate4,46,-116,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,72402,46.1078777,-115.6581787,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,CSW 6362,6/16/02,United States of America,Idaho,Idaho,Lowell,road 470,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_72403,1,M,72403,-116,46,-116,46,"Lowell, ID",,391.3297751,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/16/02,117,72403,0.14190152,0.065163918,tohe_plate2_72403,0.00702,"Lowell, ID",inlandTOWA,NA,391.3297751,plate2,46,-116,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,72403,46.1078777,-115.6581787,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,CSW 6363,6/16/02,United States of America,Idaho,Idaho,Lowell,road 470,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_72404,1,M,72404,-116,46,-116,46,"Lowell, ID",,391.3297751,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/16/02,291,72404,0.153132686,0.112287641,tohe_plate4_72404,0.02649,"Lowell, ID",inlandTOWA,NA,391.3297751,plate4,46,-116,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,72404,46.1078777,-115.6581787,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,CSW 6364,6/16/02,United States of America,Idaho,Idaho,Lowell,road 470,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_72411,1,M,72411,-116,44,-116,44,"Lowman, ID",,425.2607219,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/14/02,211,72411,0.139839619,0.083090087,tohe_plate3_72411,-0.008,"Lowman, ID",inlandTOWA,NA,425.2607219,plate3,44,-116,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,72411,43.961667,-115.6283333,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,CSW 6372,6/14/02,United States of America,Idaho,Boise,Lowman,,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_72413,1,M,72413,-116,44,-116,44,"Lowman, ID",,425.2607219,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/14/02,118,72413,0.095679872,0.044061579,tohe_plate2_72413,-0.04842,"Lowman, ID",inlandTOWA,NA,425.2607219,plate2,44,-116,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,72413,44.15,-115.7216667,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,CSW 6374,6/14/02,United States of America,Idaho,Boise,Lowman,,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_72416,1,M,72416,-114,47,-114,47,"Lolo, MT",,564.0640843,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/16/02,292,72416,0.144718992,0.077508204,tohe_plate4_72416,0.03252,"Lolo, MT",inlandTOWA,NA,564.0640843,plate4,47,-114,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,72416,46.7866667,-114.5616667,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,CSW 6377,6/16/02,United States of America,Montana,Missoula,Lolo,above Howard Meadows,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_80766,1,M,80766,-121.7336616,46.6245974,-121.7336616,46.6245974,R52,,21.6284417,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-10-05,293,80766,0.013461129,-0.010634415,tohe_plate4_80766,0.03248,R52,HZ,NA,21.6284417,plate4,46.6245974,-121.7336616,,NA,,,,,NA,NA,NA,NA,NA,23.54,23.54,554.1316,32.8,NA,11.98,0,0,4,0,0,2,30,2,27,15,1,17,5,-1,9,35,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,80766,46.6245974,-121.7336616,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round,CSW 6908,2006-10-05,United States of America,Washington,Lewis,Packwood,,NA,2005,NA,NA,NA,NA,NA,-2.192546339,1.077212636,2.087031957
tohe_plate4_80770,1,M,80770,-121.5177499,46.0263,-121.5177499,46.0263,R74,,4.149536375,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-11-05,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,,NA,,,,,NA,NA,NA,NA,NA,28.2,20.94,590.508,0,2.88,11.28,4,0,1,24,0,30,44,3,34,38,4,38,4,0,6,44,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,,NA,2005,NA,NA,NA,NA,NA,-0.832975939,1.158271528,-0.580651419
tohe_plate3_80778,1,M,80778,-121.5177499,46.0263,-121.5177499,46.0263,R74,,4.149536375,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-11-05,212,80778,0.027489267,-0.039673409,tohe_plate3_80778,0.00148,R74,HZ,NA,4.149536375,plate3,46.0263,-121.5177499,,NA,,,,,NA,NA,NA,NA,NA,23.83,19.8,471.834,16.33,0,14.95,0,0,3,0,0,1,22,5,25,19,1,21,10,-1,11,61,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,80778,46.0263,-121.5177499,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,DOT 177,2006-11-05,United States of America,Washington,Klickitat,Trout Lake,,NA,2005,NA,NA,NA,NA,NA,-1.768825039,0.814105674,0.55051351
tohe_plate4_80778,1,M,80778,-121.5177499,46.0263,-121.5177499,46.0263,R74,,4.149536375,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-11-05,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,,NA,,,,,NA,NA,NA,NA,NA,23.83,19.8,471.834,16.33,0,14.95,0,0,3,0,0,1,22,5,25,19,1,21,10,-1,11,61,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,,NA,2005,NA,NA,NA,NA,NA,-1.768825039,0.814105674,0.55051351
tohe_plate1_80779,1,M,80779,-121.5177499,46.0263,-121.5177499,46.0263,R74,,4.149536375,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-11-05,18,80779,0.006360529,-0.001214387,tohe_plate1_80779,-0.28767,R74,HZ,NA,4.149536375,plate1,46.0263,-121.5177499,,NA,,,,,NA,NA,NA,NA,NA,23.17,21.77,504.4109,20.45,9.66,0,0,0,4,45,-3,50,62,1,53,58,4,40,0,-1,9,53,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,80779,46.0263,-121.5177499,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round/wing,DOT 178,2006-11-05,United States of America,Washington,Klickitat,Trout Lake,,NA,2005,NA,NA,NA,NA,NA,-0.729677979,0.976121357,0.868271169
tohe_plate4_80779,1,M,80779,-121.5177499,46.0263,-121.5177499,46.0263,R74,,4.149536375,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-11-05,294,80779,0.005103672,-0.016195682,tohe_plate4_80779,-0.28767,R74,HZ,NA,4.149536375,plate1,46.0263,-121.5177499,,NA,,,,,NA,NA,NA,NA,NA,23.17,21.77,504.4109,20.45,9.66,0,0,0,4,45,-3,50,62,1,53,58,4,40,0,-1,9,53,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,80779,46.0263,-121.5177499,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round/wing,DOT 178,2006-11-05,United States of America,Washington,Klickitat,Trout Lake,,NA,2005,NA,NA,NA,NA,NA,-0.729677979,0.976121357,0.868271169
tohe_plate1_80812,1,M,80812,-121.5177499,46.0263,-121.5177499,46.0263,R74,,4.149536375,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-12-05,19,80812,0.025908191,0.007721279,tohe_plate1_80812,-0.06617,R74,HZ,NA,4.149536375,plate1,46.0263,-121.5177499,,NA,,,,,NA,NA,NA,NA,NA,29.84,23.02,686.9168,17.5,3.26,7.05,0,0,3,27,-1,27,50,2,41,47,-2,38,7,-1,7,55,-1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,80812,46.0263,-121.5177499,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round/wing,SAR 7732,2006-12-05,United States of America,Washington,Klickitat,Trout Lake,,NA,2005,NA,NA,NA,NA,NA,-0.832975939,1.465233793,0.61752993
tohe_plate4_80818,1,M,80818,-121.5159,46.01,-121.5159,46.01,R74,,3.328329388,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-11-05,295,80818,0.019131454,-0.023225536,tohe_plate4_80818,0.03113,R74,HZ,NA,3.328329388,plate4,46.01,-121.5159,,NA,,,,,NA,NA,NA,NA,NA,28.17,29.73,837.4941,22.39,0,15.1,0,0,2,0,0,2,12,0,18,20,0,19,0,0,8,29,-1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,80818,46.01,-121.5159,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,SMB 424,2006-11-05,United States of America,Washington,Klickitat,Trout Lake,,NA,2005,NA,NA,NA,NA,NA,-1.937931511,2.296540055,1.055966311
tohe_plate2_80819,1,M,80819,-121.5177499,46.0263,-121.5177499,46.0263,R74,,4.149536375,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-11-05,119,80819,0.005243596,0.015157964,tohe_plate2_80819,-0.07096,R74,HZ,NA,4.149536375,plate2,46.0263,-121.5177499,,NA,,,,,NA,NA,NA,NA,NA,30.04,30.41,913.5164,24.34,12.37,10.79,0,0,3,36,1,31,56,4,44,57,3,40,0,-1,10,46,-1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,80819,46.0263,-121.5177499,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round/wing,SMB 425,2006-11-05,United States of America,Washington,Klickitat,Trout Lake,,NA,2005,NA,NA,NA,NA,NA,-0.729677979,2.484125225,1.327249299
tohe_plate2_84790,1,M,84790,-121.6286317,46.6282167,-121.6286317,46.6282167,R52,,28.85416454,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,5/26/06,120,84790,-0.025726465,0.025006939,tohe_plate2_84790,0.01603,R52,HZ,NA,28.85416454,plate2,46.6282167,-121.6286317,,NA,,,,,NA,NA,NA,NA,NA,29.01,23.77,689.5677,0,NA,0,0,0,1,37,-1,29,65,1,55,52,4,47,2,-1,4,61,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84790,46.6282167,-121.6286317,Emberizidae,Dendroica occidentalis,Hermit Warbler,male,round,MBK 260,5/26/06,United States of America,Washington,Lewis,Packwood,forest road 47,NA,2006,NA,NA,NA,NA,NA,-0.395725296,1.549705901,-0.580651419
