"","Species","pop","sample.id","coords.x1","coords.x2","cells","NORM_6190_AHM","NORM_6190_bFFP","NORM_6190_CMD","NORM_6190_CMI","NORM_6190_cmiJJA","NORM_6190_DD.0","NORM_6190_DD.5","NORM_6190_eFFP","NORM_6190_EMT","NORM_6190_Eref","NORM_6190_FFP","NORM_6190_MAP","NORM_6190_MAT","NORM_6190_MCMT","NORM_6190_MSP","NORM_6190_MWMT","NORM_6190_NFFD","NORM_6190_PAS","NORM_6190_PPT_sm","NORM_6190_PPT_wt","NORM_6190_SHM","NORM_6190_Tave_sm","NORM_6190_Tave_wt","NORM_6190_TD","NORM_6190_Tmax07","NORM_6190_Tmin01","clim.pc1","clim.pc2"
"535","inlandHEWA","CA09","silu_plate4_QE19W01",-2256924.366,5704857.417,18121656,256,115,750,-21,-46,16,2965,310,-185,1167,195,893,129,52,65,231,283,18,17,445,3528,215,56,179,310,-7,-2982.27538335617,-977.580180559137
"536","inlandHEWA","CA09","silu_plate4_QE19W03",-2256922.645,5704854.171,18121656,256,115,750,-21,-46,16,2965,310,-185,1167,195,893,129,52,65,231,283,18,17,445,3528,215,56,179,310,-7,-2982.27538335617,-977.580180559137
"537","coastalHEWA","CA11","silu_plate4_QE22W01",-2491139.107,5772714.13,17844661,211,109,806,-9,-43,4,2975,307,-159,1253,198,1083,129,74,46,185,299,9,15,574,4060,179,78,111,287,8,-3171.23211481082,-1252.47738001172
"538","inlandHEWA","CA06","silu_plate4_QE28W02",-2280458.667,5932022.158,17193672,158,111,628,39,-42,16,2806,311,-177,1093,200,1418,124,51,102,222,288,32,31,694,2185,208,54,171,301,-2,-1784.30277727403,-1036.43538625298
"539","coastalHEWA","OR03","silu_plate4_QF01W02",-2389680.554,6438452.292,15134143,77,49,216,220,-12,4,2883,345,-80,855,296,2938,127,77,376,186,345,21,151,1323,495,175,82,109,242,44,265.617862211854,-1823.54247432954
"540","coastalHEWA","OR08","silu_plate4_QF09W04",-2315075.726,6521473.135,14796407,105,101,314,128,-17,10,2290,316,-148,857,215,2008,110,59,246,168,310,30,95,919,684,157,65,109,227,14,-265.662776566432,-928.778099702735
"541","HZ","R69","silu_plate4_QF15W03",-2100941.253,6744295.964,13889012,123,114,274,93,-17,48,2118,302,-183,844,188,1651,103,32,318,176,286,52,148,672,554,168,42,144,252,-4,-346.501742291199,-517.345732127818
"542","HZ","R28","silu_plate4_QF16W02",-2130903.644,6754943.675,13848282,121,99,258,104,-14,39,2159,311,-169,781,212,1684,104,36,277,175,301,49,125,727,631,165,44,139,232,3,-374.766096693864,-584.438106793947
"543","HZ","R28","silu_plate4_QF16W04",-2132861.3,6755269.231,13844210,108,101,218,124,-11,49,2067,309,-175,758,208,1857,101,32,313,173,297,65,141,798,553,162,40,141,227,0,-160.114516756013,-639.700336274613
"544","HZ","R85","silu_plate4_QF18W05",-2164616.073,6731662.326,13941858,85,115,240,167,-14,54,1970,302,-187,794,187,2328,98,30,316,172,281,100,140,1081,544,161,37,142,234,-6,211.478159444392,-947.509562767015
"545","HZ","R86","silu_plate4_QF19W03",-2169738.049,6699218.252,14072093,91,121,293,148,-17,79,1719,306,-191,731,185,2055,88,22,225,168,272,142,98,953,746,154,28,146,225,-8,11.0330843268446,-654.762335432283
"546","HZ","OR16","silu_plate4_QF19W06",-2141764.278,6700867.436,14068051,107,123,353,116,-20,78,1831,298,-198,787,175,1793,92,22,200,172,267,110,85,853,861,159,29,150,237,-12,-297.316367229036,-552.179490446307
"547","coastalHEWA","OR20","silu_plate4_QF22W05",-2269584.52,6607093.641,14446433,100,80,209,147,-10,8,2284,326,-120,774,246,2110,110,63,296,161,325,27,125,939,543,152,68,98,210,27,-86.6233952524505,-960.50827635613
"548","HZ","WA05","silu_plate4_QF27W01",-2073821.225,6655108.238,14251269,113,102,281,112,-18,67,2193,309,-180,802,207,1786,102,25,287,185,292,85,118,791,645,174,31,160,248,-3,-314.304507888475,-660.413114012498
"549","HZ","R69","silu_plate4_QF29W02",-2091813.879,6738663.464,13913441,99,121,223,128,-15,63,1978,297,-195,834,176,1995,98,27,373,172,274,80,172,814,461,164,37,145,250,-10,15.4265549947186,-665.100295121716
"550","HZ","OR25","silu_plate4_QG02W05",-2198515.87,6750206.636,13864494,98,71,147,153,-5,8,2236,327,-117,716,256,2125,108,62,340,159,328,27,157,922,467,150,67,97,202,28,5.84976993101291,-922.171326402632
"551","BTYW.hybrid","Mt.StHelens","silu_plate4_QG05W01",-2090337.271,6749960.595,13868672,140,119,312,71,-18,50,2085,298,-187,853,179,1440,102,31,286,175,281,47,138,579,612,167,41,144,253,-6,-520.506175921992,-364.013119969524
"552","BTYW.hybrid","Mt.StHelens","silu_plate4_QG07W01",-2088558.946,6771930.412,13779134,173,110,367,45,-21,38,2213,302,-172,857,192,1193,106,37,234,179,292,33,113,485,764,171,44,142,256,1,-840.856895774432,-288.444127909339
"553","inlandTOWA","R39","silu_plate4_QG09W03",-1931686.911,6773453.259,13771151,104,156,308,96,-18,427,1153,264,-301,623,108,1426,49,-35,179,145,176,570,79,698,811,132,-28,180,212,-65,-36.6689620647619,288.259351139068
