"","Species","pop","sample.id","coords.x1","coords.x2","cells","NORM_6190_AHM","NORM_6190_bFFP","NORM_6190_CMD","NORM_6190_CMI","NORM_6190_cmiJJA","NORM_6190_DD.0","NORM_6190_DD.5","NORM_6190_eFFP","NORM_6190_EMT","NORM_6190_Eref","NORM_6190_FFP","NORM_6190_MAP","NORM_6190_MAT","NORM_6190_MCMT","NORM_6190_MSP","NORM_6190_MWMT","NORM_6190_NFFD","NORM_6190_PAS","NORM_6190_PPT_sm","NORM_6190_PPT_wt","NORM_6190_SHM","NORM_6190_Tave_sm","NORM_6190_Tave_wt","NORM_6190_TD","NORM_6190_Tmax07","NORM_6190_Tmin01","clim.pc1","clim.pc2"
"300","coastalHEWA","Willits, CA","silu_plate2_66159",-2467857.881,6000038.094,16916725,229,82,784,-11,-48,6,3478,333,-130,1177,251,1059,143,68,45,239,323,11,12,606,5274,220,72,171,322,20,-4030.07777285455,-1673.35192675601
"301","coastalHEWA","Willits, CA","silu_plate2_66162",-2467857.881,6000038.094,16916725,229,82,784,-11,-48,6,3478,333,-130,1177,251,1059,143,68,45,239,323,11,12,606,5274,220,72,171,322,20,-4030.07777285455,-1673.35192675601
"302","inlandTOWA","Ferndale, MT","silu_plate2_72396",-1402470.517,6684695.974,14133910,196,146,274,17,-20,525,1489,258,-329,716,112,800,57,-50,311,171,176,233,176,240,550,159,-39,221,259,-88,-537.133898169206,713.198653934086
"303","inlandTOWA","Ferndale, MT","silu_plate2_72397",-1402470.517,6684695.974,14133910,196,146,274,17,-20,525,1489,258,-329,716,112,800,57,-50,311,171,176,233,176,240,550,159,-39,221,259,-88,-537.133898169206,713.198653934086
"304","inlandTOWA","Lowell, ID","silu_plate2_72403",-1617642.403,6518965.316,14809315,329,128,509,-38,-39,234,2320,272,-269,974,144,599,97,-12,251,210,222,43,127,123,837,198,2,222,316,-53,-1340.81866393829,223.785481760784
"305","inlandTOWA","Lowman, ID","silu_plate2_72413",-1690957.7,6305031.032,15676152,204,136,464,7,-34,391,2023,279,-307,844,143,871,78,-28,202,202,202,233,99,351,1000,187,-24,230,287,-67,-1016.84893024938,225.015592934283
"306","HZ","R74","silu_plate2_80819",-2019326.144,6679574.205,14153643,157,136,519,42,-32,218,1849,276,-254,836,140,1157,82,-6,130,181,219,198,57,582,1394,169,0,187,270,-41,-1017.3326533993,-116.346252888162
"307","HZ","R52","silu_plate2_84790",-1999766.765,6744916.86,13889113,102,129,253,119,-16,131,1778,286,-221,783,157,1828,86,9,306,171,246,163,143,803,559,161,17,162,243,-24,-37.0892551576634,-437.642012412553
"308","inlandTOWA","Tok, AK","silu_plate2_84817",-2104922.171,8928981.776,5000128,193,155,181,-7,-9,3528,963,237,-531,372,82,249,-52,-275,190,150,120,66,142,25,788,133,-251,425,209,-319,-396.642863249927,3085.6401802821
"309","inlandTOWA","Tok, AK","silu_plate2_84818",-2104922.171,8928981.776,5000128,193,155,181,-7,-9,3528,963,237,-531,372,82,249,-52,-275,190,150,120,66,142,25,788,133,-251,425,209,-319,-396.642863249927,3085.6401802821
"310","inlandTOWA","Manson Creek, BC","silu_plate2_84885",-1758275.238,7653794.905,10189724,112,171,66,60,-1,1430,689,242,-442,433,71,904,2,-114,353,118,125,513,201,266,334,106,-104,232,180,-159,253.313886901136,1629.41611785636
"311","inlandTOWA","Manson Creek, BC","silu_plate2_84888",-1758275.238,7653794.905,10189724,112,171,66,60,-1,1430,689,242,-442,433,71,904,2,-114,353,118,125,513,201,266,334,106,-104,232,180,-159,253.313886901136,1629.41611785636
"312","inlandTOWA","Manson Creek, BC","silu_plate2_84889",-1758275.238,7653794.905,10189724,112,171,66,60,-1,1430,689,242,-442,433,71,904,2,-114,353,118,125,513,201,266,334,106,-104,232,180,-159,253.313886901136,1629.41611785636
"313","inlandTOWA","Manson Creek, BC","silu_plate2_84892",-1758275.238,7653794.905,10189724,112,171,66,60,-1,1430,689,242,-442,433,71,904,2,-114,353,118,125,513,201,266,334,106,-104,232,180,-159,253.313886901136,1629.41611785636
"314","HZ","R49","silu_plate2_87173",-2013560.694,6763398.561,13811769,87,140,185,146,-11,188,1520,282,-238,708,142,2007,74,-3,359,160,229,276,168,862,445,149,6,163,226,-32,313.007863874283,-370.711039483052
"315","HZ","R49","silu_plate2_87175",-2013858.197,6764147.658,13807699,88,139,186,144,-11,185,1533,283,-236,710,144,1997,75,-2,358,161,231,265,167,858,450,149,7,163,226,-31,294.179281106525,-373.559692664293
"316","HZ","E1","silu_plate2_PE14W02",-2103252.098,6710611.936,14027389,106,114,248,120,-16,61,2049,302,-190,821,188,1887,100,27,335,176,282,76,148,796,526,167,36,149,247,-7,-125.19248103388,-641.219119071802
"317","HZ","R70","silu_plate2_PE16W01",-2053055.417,6698271.49,14076279,84,105,253,169,-18,68,2224,306,-184,833,201,2408,103,25,349,186,289,110,150,1058,534,176,32,161,259,-5,167.180624822992,-1091.90036879072
"318","BTYW","R70","silu_plate2_PE17W02",-2057824.236,6700591.205,14068135,86,98,245,168,-17,53,2304,312,-173,834,214,2402,107,30,359,187,299,88,156,1069,521,178,38,157,261,0,136.363086531134,-1136.99719268688
"319","HZ","R70","silu_plate2_PE17W04",-2057586.581,6700745.408,14068135,86,98,245,168,-17,53,2304,312,-173,834,214,2402,107,30,359,187,299,88,156,1069,521,178,38,157,261,0,136.363086531134,-1136.99719268688
"320","HZ","R70-R79_3","silu_plate2_PE20W01",-2051118.412,6688017.961,14116981,68,128,226,199,-16,187,1690,286,-233,747,158,2619,79,-1,368,168,237,367,151,1192,457,156,3,169,239,-29,674.272697186227,-897.927510489441
"321","HZ","R79","silu_plate2_PE21W02",-2064374.53,6684628.629,14133248,52,139,170,260,-11,278,1455,277,-261,706,138,3192,67,-14,463,159,206,743,199,1442,344,145,-11,173,229,-43,1365.09741007007,-1087.73629225001
"322","HZ","R79","silu_plate2_PE21W05",-2063836.574,6685236.668,14129179,53,138,175,253,-11,272,1469,278,-259,706,140,3123,67,-14,452,159,208,715,194,1431,352,146,-10,173,229,-43,1300.92335855568,-1057.96998681197
"323","HZ","R76","silu_plate2_PE25W05",-2024812.387,6670127.794,14190268,142,137,475,56,-30,251,1756,278,-263,800,141,1250,78,-12,140,176,216,251,62,627,1259,164,-4,188,259,-46,-809.840166976658,-89.154928126906
"324","HZ","R76","silu_plate2_PE25W06",-2024812.387,6670127.794,14190268,142,137,475,56,-30,251,1756,278,-263,800,141,1250,78,-12,140,176,216,251,62,627,1259,164,-4,188,259,-46,-809.840166976658,-89.154928126906
"325","HZ","R75","silu_plate2_PE26W04",-2025421.047,6676147.019,14165847,148,133,486,53,-29,223,1801,280,-251,810,147,1222,81,-7,137,177,222,217,61,614,1290,165,-1,184,260,-40,-881.113052310535,-116.653535596972
"326","HZ","R75","silu_plate2_PE26W06",-2025428.889,6676051.965,14165847,148,133,486,53,-29,223,1801,280,-251,810,147,1222,81,-7,137,177,222,217,61,614,1290,165,-1,184,260,-40,-881.113052310535,-116.653535596972
"327","HZ","R75","silu_plate2_PF06W01",-2025421.047,6676147.019,14165847,148,133,486,53,-29,223,1801,280,-251,810,147,1222,81,-7,137,177,222,217,61,614,1290,165,-1,184,260,-40,-881.113052310535,-116.653535596972
"328","HZ","W1","silu_plate2_PF07W02",-2019798.751,6695602.048,14088523,74,116,169,182,-10,222,1608,298,-240,646,182,2338,73,-8,360,167,235,456,160,1003,464,150,-4,175,213,-34,557.642826702235,-604.616760567304
"329","HZ","R67","silu_plate2_PF08W03",-2014438.823,6709184.992,14031548,86,114,201,149,-13,219,1696,300,-238,654,186,2029,75,-8,331,170,240,374,140,816,513,155,-4,178,222,-33,245.854522576763,-428.300888513095
"330","HZ","R62","silu_plate2_PF10W09",-2018345.275,6729500.788,13950144,101,106,240,129,-16,101,2076,302,-198,778,196,1942,97,16,320,186,277,130,142,840,581,175,24,170,251,-12,-99.1828146876704,-672.077883458909
"331","HZ","R63","silu_plate2_PF11W02",-2002092.919,6721553.017,13982720,114,105,242,104,-15,206,1748,292,-232,639,187,1564,78,-7,272,176,247,275,112,656,647,162,-1,183,229,-30,-196.844637635665,-173.489177647966
"332","HZ","R63","silu_plate2_PF11W03",-2002060.559,6721591.521,13982720,114,105,242,104,-15,206,1748,292,-232,639,187,1564,78,-7,272,176,247,275,112,656,647,162,-1,183,229,-30,-196.844637635665,-173.489177647966
"333","HZ","R65","silu_plate2_PF14W01",-2009851.548,6710279.091,14027483,104,114,214,114,-14,234,1626,298,-241,633,184,1653,72,-10,296,169,237,330,124,645,572,152,-6,179,215,-34,-27.9375431711423,-132.656817994724
"334","HZ","R62","silu_plate2_PF17W01",-2018755.732,6728490.475,13954214,102,105,241,129,-16,100,2094,303,-196,777,198,1941,98,16,319,187,278,128,141,840,586,175,24,171,251,-12,-110.376347181295,-681.027312374752
"335","HZ","R61","silu_plate2_PF18W01",-2031991.688,6733977.707,13933851,87,125,224,149,-16,126,1755,291,-218,767,166,2124,85,10,348,170,250,191,147,903,489,158,17,160,238,-22,222.518788923026,-615.569624568268
"336","HZ","R61","silu_plate2_PF18W05",-2030941.123,6733521.278,13933852,87,128,219,148,-15,149,1676,288,-227,753,160,2091,81,6,344,167,241,228,147,890,486,155,12,161,234,-26,249.336821204931,-538.080242296936
"337","HZ","R58","silu_plate2_PF19W01",-2005977.331,6740508.192,13905387,100,132,251,119,-16,166,1691,283,-232,769,151,1808,80,3,304,169,233,217,141,797,556,158,10,166,242,-29,8.21648350747329,-357.647789579763
"338","HZ","R58","silu_plate2_PF19W04",-2003117.797,6736230.293,13921669,98,115,225,131,-15,140,1860,295,-213,744,180,1914,87,8,315,177,259,187,144,843,563,166,15,169,244,-20,6.28890515808549,-525.096218718003
"339","HZ","R51","silu_plate2_PF21W03",-2011511.439,6752037.49,13856541,74,149,151,167,-8,256,1264,275,-263,655,126,2168,60,-15,399,149,200,499,184,912,373,136,-8,164,213,-45,650.801166080536,-286.438830841726
"340","HZ","R49","silu_plate2_PF22W01",-2015146.019,6764515.34,13807697,87,139,181,147,-10,181,1542,283,-235,711,144,2028,76,-1,368,161,232,259,172,865,438,150,8,162,226,-31,316.994119422567,-398.361759197092
"341","HZ","R49","silu_plate2_PF22W05",-2013744.879,6763334.592,13811769,87,140,185,146,-11,188,1520,282,-238,708,142,2007,74,-3,359,160,229,276,168,862,445,149,6,163,226,-32,313.007863874283,-370.711039483052
"342","HZ","R49","silu_plate2_PF22W06",-2013712.65,6763406.226,13811769,87,140,185,146,-11,188,1520,282,-238,708,142,2007,74,-3,359,160,229,276,168,862,445,149,6,163,226,-32,313.007863874283,-370.711039483052
"343","HZ","R48","silu_plate2_PF23W01",-2016226.955,6768981.45,13791416,83,155,165,141,-9,261,1189,270,-266,656,115,1901,58,-15,358,144,191,452,170,799,402,131,-8,159,210,-47,463.792239792683,-71.352630659769
"344","HZ","R57","silu_plate2_PF26W05",-1972877.237,6735213.012,13925770,148,144,360,56,-22,274,1478,274,-275,711,130,1131,68,-18,175,163,203,258,82,496,930,151,-10,181,234,-52,-573.140238160514,227.159334356119
"345","HZ","W9","silu_plate2_PG08W02",-2023997.18,6775290.332,13762919,87,145,168,140,-9,183,1364,275,-240,707,130,1951,70,-1,383,150,217,270,185,810,392,140,7,151,222,-33,364.473305450447,-248.666642808684
"346","HZ","W9","silu_plate2_PG08W05",-2027866.792,6777166.399,13754775,86,138,188,148,-12,145,1522,280,-225,747,142,2075,78,7,368,156,235,210,176,889,424,148,16,149,231,-25,337.710209491562,-452.873597347069
"347","inlandHEWA","CA04","silu_plate2_QE10W06",-2269525.718,6163714.792,16253513,268,126,744,-31,-47,54,2586,286,-233,1150,160,801,115,30,99,210,248,32,37,365,2132,198,37,180,313,-30,-2114.23235841609,-453.389844828168
"348","inlandHEWA","CA10","silu_plate2_QE20W02",-2235908.803,5479873.901,19037427,328,130,782,-41,-46,26,2361,295,-213,1143,165,641,110,43,50,206,251,24,18,338,4106,190,44,163,293,-19,-3244.53778391006,-627.498762385287
"349","inlandHEWA","CA10","silu_plate2_QE21W01",-2235766.876,5479965.734,19037427,328,130,782,-41,-46,26,2361,295,-213,1143,165,641,110,43,50,206,251,24,18,338,4106,190,44,163,293,-19,-3244.53778391006,-627.498762385287
"350","inlandHEWA","CA10","silu_plate2_QE21W03",-2235778.739,5481743.672,19029287,315,134,758,-35,-44,31,2228,292,-216,1118,158,654,106,40,51,201,245,29,18,341,3935,185,40,161,287,-21,-3081.32804933143,-540.304806741548
"351","coastalHEWA","CA12","silu_plate2_QE23W02",-2491939.198,6057237.939,16684711,199,103,695,11,-36,5,2805,307,-151,1120,204,1128,124,71,58,182,308,10,14,597,3135,175,76,111,269,12,-2527.39196135841,-1028.93812310866
"352","coastalHEWA","OR03","silu_plate2_QF01W03",-2390319.373,6437954.214,15138212,76,47,214,226,-11,3,2940,346,-75,861,299,3001,128,80,384,186,346,19,155,1351,484,176,85,106,242,46,292.400917678011,-1893.23502519469
"353","inlandHEWA","OR01","silu_plate2_QF06W01",-2248387.845,6330768.838,15573844,128,163,370,59,-25,231,1363,265,-283,839,102,1292,66,-3,241,155,169,247,104,498,644,139,-2,158,242,-51,-292.519290312626,193.067010634137
"354","coastalHEWA","OR08","silu_plate2_QF09W01",-2315608.002,6521916.904,14796407,105,101,314,128,-17,10,2290,316,-148,857,215,2008,110,59,246,168,310,30,95,919,684,157,65,109,227,14,-265.662776566432,-928.778099702735
"355","coastalHEWA","OR08","silu_plate2_QF09W02",-2315608.002,6521916.904,14796407,105,101,314,128,-17,10,2290,316,-148,857,215,2008,110,59,246,168,310,30,95,919,684,157,65,109,227,14,-265.662776566432,-928.778099702735
"356","inlandHEWA","OR09","silu_plate2_QF10W02",-2106622.112,6520419.161,14800686,328,157,625,-25,-37,202,1660,260,-267,887,103,543,78,-4,92,170,190,81,46,239,1858,160,3,174,271,-47,-1697.68371419399,318.189669699485
"357","inlandHEWA","OR09","silu_plate2_QF10W06",-2103519.663,6523481.335,14788479,396,156,663,-36,-38,194,1707,261,-263,895,105,455,80,-3,78,173,195,64,41,203,2216,162,4,176,274,-46,-1990.7251101057,288.608066850844
"358","HZ","R85","silu_plate2_QF18W02",-2164049.26,6736010.84,13921508,84,110,209,175,-11,48,2024,303,-180,791,193,2394,100,32,347,172,288,90,158,1093,496,161,39,140,232,-2,265.866572123023,-1008.62354771146
"359","HZ","R85","silu_plate2_QF18W04",-2164240.62,6736067.826,13921508,84,110,209,175,-11,48,2024,303,-180,791,193,2394,100,32,347,172,288,90,158,1093,496,161,39,140,232,-2,265.866572123023,-1008.62354771146
"360","HZ","OR24","silu_plate2_QF26W02",-2085951.483,6629637.746,14357077,96,104,191,142,-11,50,2126,312,-173,810,208,2097,102,31,434,180,294,76,192,821,415,169,38,149,247,1,61.5014492456619,-791.829066323472
"361","HZ","WA05","silu_plate2_QF27W02",-2073681.015,6655164.845,14251269,113,102,281,112,-18,67,2193,309,-180,802,207,1786,102,25,287,185,292,85,118,791,645,174,31,160,248,-3,-314.304507888475,-660.413114012498
"362","BTYW.hybrid","WA05","silu_plate2_QF27W03",-2073630.664,6655640.766,14251269,113,102,281,112,-18,67,2193,309,-180,802,207,1786,102,25,287,185,292,85,118,791,645,174,31,160,248,-3,-314.304507888475,-660.413114012498
"363","HZ","R82","silu_plate2_QF28W01",-2099375.872,6688070.882,14116933,143,111,317,70,-19,44,2155,300,-183,854,189,1424,103,34,277,177,286,45,128,581,638,168,41,143,251,-4,-574.921282557695,-395.165736063705
"364","HZ","R82","silu_plate2_QF28W03",-2093820.12,6677721.331,14161709,69,120,184,213,-12,69,1961,298,-192,829,178,2845,96,25,478,175,272,149,211,1245,366,164,30,150,250,-8,696.375526980023,-1248.7188444575
"365","HZ","R28","silu_plate2_QF30W01",-2133122.761,6755733.591,13844209,105,100,206,130,-11,51,2068,310,-175,752,210,1915,101,31,323,173,297,68,145,823,535,162,40,142,226,0,-106.391178932394,-675.383533123915
"366","HZ","OR14","silu_plate2_QG01W04",-2169204.305,6751312.273,13860453,65,118,153,240,-6,40,1892,301,-173,781,183,3032,96,35,451,162,286,107,200,1373,359,153,42,127,224,2,847.905389101193,-1380.50919828512
"367","HZ","OR25","silu_plate2_QG02W04",-2177875.163,6744470.09,13888935,49,120,107,329,-2,45,1720,298,-175,750,178,3896,91,33,535,156,280,170,234,1855,291,146,39,123,215,1,1587.83072573396,-1921.41775870497
"368","HZ","R40","silu_plate2_QG09W01",-1978641.273,6788182.42,13710054,90,147,170,132,-9,210,1319,268,-252,694,121,1859,66,-7,381,148,206,300,182,725,389,139,1,155,222,-39,328.642327238804,-128.463579354443
"369","inlandTOWA","R39","silu_plate2_QG09W03",-1931686.911,6773453.259,13771151,104,156,308,96,-18,427,1153,264,-301,623,108,1426,49,-35,179,145,176,570,79,698,811,132,-28,180,212,-65,-36.6689620647619,288.259351139068
"370","inlandTOWA","MT01","silu_plate2_QG12W02",-1481087.273,6762510.067,13816371,236,156,425,-2,-28,617,1456,251,-352,742,95,652,54,-60,199,169,158,243,113,228,849,158,-46,229,262,-103,-812.147800104561,815.925047854466
"371","inlandTOWA","MT02","silu_plate2_QG13W01",-1428959.068,6763546.374,13812354,237,160,412,-6,-27,729,1437,245,-374,729,85,632,50,-71,236,169,146,235,140,190,715,157,-57,240,270,-121,-723.158829158944,941.182246267478
"372","HZ","R68","silu_plate3_41734",-2041408.593,6717360.333,13998961,73,128,226,178,-15,233,1494,289,-246,670,161,2320,69,-9,314,162,224,479,130,1045,516,147,-5,171,224,-36,555.802472869921,-561.101630926517
"373","inlandTOWA","John Day, OR","silu_plate3_49098",-1921714.728,6390243.144,15329971,399,172,628,-40,-38,483,1333,236,-363,842,64,386,54,-42,122,160,125,121,67,124,1315,146,-34,202,273,-101,-1321.44365251844,871.801691490788
"374","inlandTOWA","John Day, OR","silu_plate3_49099",-1921714.728,6390243.144,15329971,399,172,628,-40,-38,483,1333,236,-363,842,64,386,54,-42,122,160,125,121,67,124,1315,146,-34,202,273,-101,-1321.44365251844,871.801691490788
"375","inlandTOWA","John Day, OR","silu_plate3_49101",-1921714.728,6390243.144,15329971,399,172,628,-40,-38,483,1333,236,-363,842,64,386,54,-42,122,160,125,121,67,124,1315,146,-34,202,273,-101,-1321.44365251844,871.801691490788
"376","inlandTOWA","John Day, OR","silu_plate3_49103",-1921714.728,6390243.144,15329971,399,172,628,-40,-38,483,1333,236,-363,842,64,386,54,-42,122,160,125,121,67,124,1315,146,-34,202,273,-101,-1321.44365251844,871.801691490788
"377","HZ","R73","silu_plate3_49149",-2016693.455,6682290.548,14141436,128,132,412,73,-26,245,1643,281,-253,752,149,1359,74,-10,157,169,217,289,69,678,1078,157,-5,179,245,-40,-564.096590691717,-81.3647334963142
"378","HZ","R73","silu_plate3_49154",-2015985.155,6683104.402,14137367,120,128,377,86,-23,239,1613,286,-247,721,158,1446,73,-9,168,168,223,303,75,721,998,154,-5,177,236,-36,-434.755102974717,-116.386095387348
"379","coastalTOWA","Queen Charlotte Is., BC","silu_plate3_50275",-2254236.342,7811317.154,9546168,110,110,6,123,9,81,1221,301,-191,440,191,1567,73,21,434,135,277,97,224,496,311,124,27,114,162,-7,185.343768231338,91.9082556817261
"380","coastalTOWA","Queen Charlotte Is., BC","silu_plate3_50279",-2254236.342,7811317.154,9546168,110,110,6,123,9,81,1221,301,-191,440,191,1567,73,21,434,135,277,97,224,496,311,124,27,114,162,-7,185.343768231338,91.9082556817261
"381","coastalTOWA","Queen Charlotte Is., BC","silu_plate3_50281",-2254236.342,7811317.154,9546168,110,110,6,123,9,81,1221,301,-191,440,191,1567,73,21,434,135,277,97,224,496,311,124,27,114,162,-7,185.343768231338,91.9082556817261
"382","coastalTOWA","N. Vancouver Island, BC","silu_plate3_50751",-2137107.969,7355926.36,11402205,82,98,25,182,6,57,1451,310,-164,527,212,2217,82,29,482,145,296,105,234,798,301,135,33,116,183,6,529.862591146329,-500.866207697978
"383","coastalTOWA","N. Vancouver Island, BC","silu_plate3_50753",-2137107.969,7355926.36,11402205,82,98,25,182,6,57,1451,310,-164,527,212,2217,82,29,482,145,296,105,234,798,301,135,33,116,183,6,529.862591146329,-500.866207697978
"384","coastalTOWA","N. Vancouver Island, BC","silu_plate3_50761",-2137107.969,7355926.36,11402205,82,98,25,182,6,57,1451,310,-164,527,212,2217,82,29,482,145,296,105,234,798,301,135,33,116,183,6,529.862591146329,-500.866207697978
"385","HZ","R49","silu_plate3_50847",-2013262.681,6762961.244,13815839,85,144,182,147,-11,204,1435,279,-246,688,135,2003,70,-7,358,157,219,326,167,862,439,145,2,164,223,-37,366.781127232038,-313.054281904734
"386","HZ","R55","silu_plate3_50853",-1989863.737,6746700.569,13880983,85,139,196,143,-12,236,1299,276,-255,647,137,1918,63,-12,301,149,210,412,138,875,495,138,-4,161,213,-41,362.856560538482,-187.481809617252
"387","HZ","R63","silu_plate3_52319",-2001317.932,6719693.225,13990861,116,105,242,102,-15,194,1763,293,-231,652,188,1544,79,-5,272,176,249,249,112,632,648,163,1,181,228,-30,-230.375908183777,-172.451228274042
"388","HZ","R49","silu_plate3_52341",-2015152.568,6764702.518,13807697,87,139,181,147,-10,181,1542,283,-235,711,144,2028,76,-1,368,161,232,259,172,865,438,150,8,162,226,-31,316.994119422567,-398.361759197092
"389","HZ","R54","silu_plate3_52365",-1991389.94,6748265.56,13872841,94,133,233,130,-15,187,1536,282,-236,703,149,1855,75,-2,290,161,232,268,133,849,556,150,6,163,229,-31,131.106230872802,-307.845339950977
"390","HZ","R57","silu_plate3_52395",-1976105.067,6736638.58,13921696,126,157,305,71,-18,401,1151,266,-299,634,109,1190,50,-32,189,146,173,438,87,508,773,132,-25,178,214,-64,-229.990091281913,461.398291679959
"391","HZ","R54","silu_plate3_52406",-1993203.422,6748181.285,13872839,105,127,259,115,-16,145,1733,286,-221,755,159,1748,84,7,283,169,249,169,131,785,597,159,16,162,239,-24,-88.9673132441388,-361.844420336932
"392","HZ","R47","silu_plate3_53476",-2043959,6763827.658,13811739,102,128,251,120,-16,79,1858,289,-207,814,161,1890,93,22,322,170,258,103,151,817,528,161,30,148,244,-16,-38.5057661452562,-548.720180342462
"393","HZ","R84","silu_plate3_53543",-2073967.785,6660072.595,14230919,76,112,193,189,-12,82,2012,302,-191,804,190,2567,96,21,437,178,277,151,190,1082,408,167,26,157,247,-8,458.944240051053,-1059.58842843996
"394","HZ","R67","silu_plate3_54493",-2012833.919,6709081.831,14031550,94,119,201,129,-13,265,1556,298,-249,619,179,1798,69,-13,316,165,228,407,135,695,522,148,-10,178,213,-38,155.923580125409,-164.959846779238
"395","inlandHEWA","Placerville/Nevada City, CA","silu_plate3_66142",-2301925.918,5925042.553,17222141,233,80,773,-16,-50,6,3612,326,-146,1218,246,1058,147,67,69,242,320,10,19,521,3519,229,73,175,330,12,-3124.60596245778,-1395.79665568621
"396","inlandHEWA","Pinehurst, CA","silu_plate3_66148",-2220220.926,5637030.941,18394382,176,165,513,31,-30,168,1318,272,-276,869,107,937,65,3,79,153,182,227,18,484,1926,140,4,150,224,-51,-1269.56912375395,147.932030778021
"397","inlandHEWA","Pinehurst, CA","silu_plate3_66153",-2220220.926,5637030.941,18394382,176,165,513,31,-30,168,1318,272,-276,869,107,937,65,3,79,153,182,227,18,484,1926,140,4,150,224,-51,-1269.56912375395,147.932030778021
"398","coastalHEWA","Willits, CA","silu_plate3_66160",-2467857.881,6000038.094,16916725,229,82,784,-11,-48,6,3478,333,-130,1177,251,1059,143,68,45,239,323,11,12,606,5274,220,72,171,322,20,-4030.07777285455,-1673.35192675601
"399","coastalHEWA","Willits, CA","silu_plate3_66161",-2467857.881,6000038.094,16916725,229,82,784,-11,-48,6,3478,333,-130,1177,251,1059,143,68,45,239,323,11,12,606,5274,220,72,171,322,20,-4030.07777285455,-1673.35192675601
"400","inlandTOWA","Ferndale, MT","silu_plate3_72393",-1402470.517,6684695.974,14133910,196,146,274,17,-20,525,1489,258,-329,716,112,800,57,-50,311,171,176,233,176,240,550,159,-39,221,259,-88,-537.133898169206,713.198653934086
"401","inlandTOWA","Ferndale, MT","silu_plate3_72395",-1402470.517,6684695.974,14133910,196,146,274,17,-20,525,1489,258,-329,716,112,800,57,-50,311,171,176,233,176,240,550,159,-39,221,259,-88,-537.133898169206,713.198653934086
"402","inlandTOWA","Lowell, ID","silu_plate3_72398",-1617642.403,6518965.316,14809315,329,128,509,-38,-39,234,2320,272,-269,974,144,599,97,-12,251,210,222,43,127,123,837,198,2,222,316,-53,-1340.81866393829,223.785481760784
"403","inlandTOWA","Lowman, ID","silu_plate3_72411",-1690957.7,6305031.032,15676152,204,136,464,7,-34,391,2023,279,-307,844,143,871,78,-28,202,202,202,233,99,351,1000,187,-24,230,287,-67,-1016.84893024938,225.015592934283
"404","HZ","R74","silu_plate3_80778",-2019326.144,6679574.205,14153643,157,136,519,42,-32,218,1849,276,-254,836,140,1157,82,-6,130,181,219,198,57,582,1394,169,0,187,270,-41,-1017.3326533993,-116.346252888162
"405","HZ","R52","silu_plate3_84792",-1999766.765,6744916.86,13889113,102,129,253,119,-16,131,1778,286,-221,783,157,1828,86,9,306,171,246,163,143,803,559,161,17,162,243,-24,-37.0892551576634,-437.642012412553
"406","coastalTOWA","Valdez, AK","silu_plate3_84808",-2401356.491,8915447.467,5052741,30,191,0,198,28,2140,320,217,-487,263,26,2129,-37,-161,742,83,82,1533,393,591,112,70,-141,244,133,-210,1815.0668388327,1537.29552253239
"407","inlandTOWA","Tok, AK","silu_plate3_84816",-2104922.171,8928981.776,5000128,193,155,181,-7,-9,3528,963,237,-531,372,82,249,-52,-275,190,150,120,66,142,25,788,133,-251,425,209,-319,-396.642863249927,3085.6401802821
"408","inlandTOWA","Tok, AK","silu_plate3_84819",-2104922.171,8928981.776,5000128,193,155,181,-7,-9,3528,963,237,-531,372,82,249,-52,-275,190,150,120,66,142,25,788,133,-251,425,209,-319,-396.642863249927,3085.6401802821
"409","coastalTOWA","Valdez, AK","silu_plate3_84859",-2401356.491,8915447.467,5052741,30,191,0,198,28,2140,320,217,-487,263,26,2129,-37,-161,742,83,82,1533,393,591,112,70,-141,244,133,-210,1815.0668388327,1537.29552253239
"410","inlandTOWA","Manson Creek, BC","silu_plate3_84891",-1758275.238,7653794.905,10189724,112,171,66,60,-1,1430,689,242,-442,433,71,904,2,-114,353,118,125,513,201,266,334,106,-104,232,180,-159,253.313886901136,1629.41611785636
"411","HZ","R49","silu_plate3_87177",-2013858.197,6764147.658,13807699,88,139,186,144,-11,185,1533,283,-236,710,144,1997,75,-2,358,161,231,265,167,858,450,149,7,163,226,-31,294.179281106525,-373.559692664293
"412","HZ","R49","silu_plate3_87179",-2012243.457,6762847.224,13815840,85,143,184,145,-11,201,1446,280,-245,688,137,1990,70,-6,354,157,221,318,166,858,443,146,2,163,223,-36,348.170891195544,-312.547139780833
"413","HZ","R58","silu_plate3_87552",-2004389.89,6738959.877,13913528,101,117,244,124,-16,118,1928,295,-209,776,178,1888,91,12,315,180,263,151,145,830,572,169,20,168,250,-18,-63.4212723071211,-557.866699797926
"414","HZ","R58","silu_plate3_87554",-2005649.19,6738721.852,13913527,92,133,224,131,-15,190,1588,282,-241,716,149,1899,75,-3,314,165,225,294,144,835,526,153,3,168,237,-34,163.909196747699,-342.736743727187
"415","HZ","E1","silu_plate3_PE10W01",-2101369.443,6710398.282,14027391,93,121,234,142,-15,76,1933,297,-199,815,176,2103,95,22,350,173,271,107,157,908,494,163,31,151,245,-12,100.706624592062,-728.496514388275
"416","BTYW","R70","silu_plate3_PE17W05",-2057888.368,6700396.632,14068135,86,98,245,168,-17,53,2304,312,-173,834,214,2402,107,30,359,187,299,88,156,1069,521,178,38,157,261,0,136.363086531134,-1136.99719268688
